Id,Date,Tweet,Location,Retweet Count,Favorite Count,Total Tweets Count,Sentiment Score,Sentiment,Positive Sentiment Score,Neutral Sentiment Score,Negative Sentiment Score
1.64421e+18,2023-04-07,"gue beneran bertanya tanya dia pake filter gasih ini? NO I MEAN, LOOK AT THAT HIM FACE. alisnya tebel, bulu matanya lentik, idung mancung, pipinya ASTAGAAA look so chewy kalo ada perumpamaam pipi yg kayak buah peach ini realisasinya. terus bentuk dagunya, bibirnya. how perfect ..",,0,0,1,[-1.472931   -0.05660568  2.0609553 ],Positive,2.0609553,-0.05660568,-1.472931
1.64421e+18,2023-04-07,Chewy says hello to Toto,Indiana,0,0,1,[-2.6225023  1.7543483  1.0038887],Neutral,1.0038887,1.7543483,-2.6225023
1.64421e+18,2023-04-07,What will I do without chewy,,0,1,1,[ 0.81615096  0.8008313  -1.7246239 ],Negative,-1.7246239,0.8008313,0.81615096
1.64421e+18,2023-04-07,Lil bro bro u walked up to me beazr and chewy while we were chatting it up with   and   and just said “sup fatass” like it doesnt matter if ur friends with him or not thats some weird shit,,0,2,1,[ 1.6742289   0.19999318 -1.9858426 ],Negative,-1.9858426,0.19999318,1.6742289
1.64421e+18,2023-04-07,That is Max’s security chewy to help scare away the zombies 🧟‍♂️ 🐾❤️❤️❤️🐾,,0,0,1,[-2.3896608   0.63865805  2.0059175 ],Positive,2.0059175,0.63865805,-2.3896608
1.64421e+18,2023-04-07,"Haven't read the manga yet but the film has such a brilliant audiovisual texture to it. It feels chewy to watch, if that makes any sense",,0,0,1,[-2.1803362  -0.02300451  2.7257457 ],Positive,2.7257457,-0.02300451,-2.1803362
1.64421e+18,2023-04-07,"Petco Brand - Good Lovin' Peanut Butter-Flavored Chewy Twists No-Rawhide Dog Chews, Count of 4, 5 1 OZ JMPNT3Q",,0,0,1,[-3.4692671  1.2502177  2.4438424],Positive,2.4438424,1.2502177,-3.4692671
1.64421e+18,2023-04-07,She was dog poo in thrones,,0,0,1,[ 1.7462431   0.50670046 -2.3948252 ],Negative,-2.3948252,0.50670046,1.7462431
1.64421e+18,2023-04-07,hazelnut is good! so is cookies and cream! if u like chewy go for hazelnut and cookies and cream is kinda more creamy? Unsure how to drescribe,,0,1,1,[-2.439198    0.19561796  2.627224  ],Positive,2.627224,0.19561796,-2.439198
1.64421e+18,2023-04-07,My grandma 👵🏽 &amp; Chewy were in my dream last night 🐾♥️ 🥺,,0,0,1,[-3.2607825   0.48688877  3.185627  ],Positive,3.185627,0.48688877,-3.2607825
1.64421e+18,2023-04-07,Ew,,0,1,1,[ 1.4842138  0.2422721 -1.6436924],Negative,-1.6436924,0.2422721,1.4842138
1.64421e+18,2023-04-07,"🚨🚨
PIZZA-INFUSED BEER
🚨🚨 a gastronomic feat of Willy Wonka-like proportions, the PiePA gives you the bracing hops flavor of your favorite IPA along with the chewy greasy umami bomb of a fully loaded pizza",North Carolina,0,1,1,[-2.3680503   0.79534453  1.7721138 ],Positive,1.7721138,0.79534453,-2.3680503
1.64421e+18,2023-04-07,"Sejauh ini yg enak di Bolobake, lbh buttery A&amp;M. co sm CnB agak kurang yaa bahkan aku lbh suka punyanya McD (cm harus dipanaskan lbh lg biar atasnya garing), lbh buttery n chewy
Blm nyoba² di tempat lain",,0,0,1,[-0.51509583  1.8562047  -1.3560675 ],Neutral,-1.3560675,1.8562047,-0.51509583
1.64421e+18,2023-04-07,"Did you see the new stuff they are ""trying out"" for sponsors? Instead of getting sponsor money on twitch they are making it, so they gift subs instead and go figure twitch get half the sub revenue from that too lol",,0,0,1,[-0.0956272  0.8932149 -0.8440117],Neutral,-0.8440117,0.8932149,-0.0956272
1.64421e+18,2023-04-07,Ong sameeee I used to get the chewy ones and just stuff my face. I stuffed my face so much I got sick of them as a kid.,,0,0,1,[ 2.3350933 -0.2888245 -2.049013 ],Negative,-2.049013,-0.2888245,2.3350933
1.64421e+18,2023-04-07,"あっこを美少年化すると、女の子の扱いがスマートなモテメン《セクシー男子》でした：あなたを美少年化
#あなたを美少年化  
え…同じタイプだと思っていい…💛？",,0,1,1,[ 0.5731383  1.2457104 -1.7840515],Neutral,-1.7840515,1.2457104,0.5731383
1.64421e+18,2023-04-07,"we got the slightly fancy bagels on sale, it was all broiled in the toaster over, so soft yet chewy, would scran again",,0,1,1,[-2.5562725  0.9266396  1.8744684],Positive,1.8744684,0.9266396,-2.5562725
1.6442e+18,2023-04-07,"The sauce is thick, creamy, and oily in texture and a little heavy, so the plain, juicy baicai/bok choy is a welcome topping for contrast. The fuzhu after soaking is wet and chewy, and may remind one of fried egg in texture.",,0,0,1,[-2.640632   1.102014   1.8101019],Positive,1.8101019,1.102014,-2.640632
1.6442e+18,2023-04-07,HAPPY BIRTHDAY MASI! Thanks for being the english representative 🤣 so we always have something we can understand truly. Thank you for being super proud of your faith and being a testimony to believers out there. Stay healthy and God Bless! #따뜻한_봄날_시원한하루,,0,0,1,[-2.8228073 -0.6653152  4.100819 ],Positive,4.100819,-0.6653152,-2.8228073
1.6442e+18,2023-04-07,"How do you cast   in   &amp; not use him as a scoundrel, smh, easy fix; he ditches the Noble facade, snatches Grogu to cash in on an Imperial/1st Order bounty &amp; takes off in the now stolen Millennium Falcon, leading to Han &amp; Chewy assisting in recovering both🔥",,0,0,1,[-0.29476607  0.8935089  -0.5169966 ],Neutral,-0.5169966,0.8935089,-0.29476607
1.6442e+18,2023-04-07,Do you prefer things chewy? Is red leaf chewy?,,0,1,1,[-1.4152434  1.9679093 -0.6142458],Neutral,-0.6142458,1.9679093,-1.4152434
1.6442e+18,2023-04-07,"Well that’s amazing of you! I don’t know what we would do at our farm that belongs to the main rescue I work with if Chewy didn’t donate pallets of food and sometimes treats, meds and flea collars. The local schools donate dog beds, blankets and toys. We have on average 30 dogs",Nevada,0,0,1,[-2.1688676   0.04313959  2.5872004 ],Positive,2.5872004,0.04313959,-2.1688676
1.6442e+18,2023-04-07,The bestest boys there ever was or ever will be ❤️ Also chewy is a big mass effect fan,Ohio,0,0,1,[-2.528181  -0.6624539  4.047177 ],Positive,4.047177,-0.6624539,-2.528181
1.6442e+18,2023-04-07,"I want to find a restaurant that doesn't overcook pasta. Pasta is meant to be a bit chewy, not gloopy sticky as most people prefer it in Pakistan.",,0,1,1,[-0.9861301   0.8890765  -0.08582181],Neutral,-0.08582181,0.8890765,-0.9861301
1.6442e+18,2023-04-07,yeonjun viral yeonjun pretty yeonjun cute yeonjun soft yeonjun lovely yeonjun precious yeonjun endearing yeonjun babygirl yeonjun princess yeonjun beautiful yeonjun ethereal yeonjun darling yeonjun babygirl yeonjun breathtaking yeonjun chewy yeonjun lives in my brain rent free,,0,0,1,[-2.476225    0.71584344  2.2223644 ],Positive,2.2223644,0.71584344,-2.476225
1.6442e+18,2023-04-07,And I’m about to take Chewy out to pee one last time cause clearly I’m not waking up until 2pm tomorrow 😅,North Carolina,0,1,1,[-1.2277582  0.7122643  0.6949261],Neutral,0.6949261,0.7122643,-1.2277582
1.6442e+18,2023-04-07,Sergeant Chewy,California,1,4,2,[-0.27661443  1.187484   -0.6262687 ],Neutral,-0.6262687,1.187484,-0.27661443
1.6442e+18,2023-04-07,"cook them semi all the way down &amp; then let them sit out , they be soft &amp; chewy",Georgia,0,0,1,[-1.1247387   1.2943856  -0.07124474],Neutral,-0.07124474,1.2943856,-1.1247387
1.6442e+18,2023-04-07,Chewy,Oklahoma,0,0,1,[-0.04822471  0.8162361  -0.70434785],Neutral,-0.70434785,0.8162361,-0.048224706
1.64419e+18,2023-04-07,Day-old Peeps that get hard and chewy are the best.,Wisconsin,0,0,1,[-2.7119482   0.01759464  3.2360926 ],Positive,3.2360926,0.017594635,-2.7119482
1.64419e+18,2023-04-07,"あっこさんありがとうございます〜😽💛💛💛
たらふく食べてきました🍣🍰✨✨
がおさんはお留守番していたのでキレてます🦁笑
またレス子したいですね💛また遊んでください₍˄·͈༝·͈˄₎◞ ̑̑ෆ⃛",,0,1,1,[-0.1622498  1.348393  -1.0423049],Neutral,-1.0423049,1.348393,-0.1622498
1.64419e+18,2023-04-07,i was hungry and i had a piece of leftover salmon and veggies knowing there is a pack of resees chewy chips ahoy in the pantry where is my prize,Louisiana,0,0,1,[-0.6870757   0.9032582  -0.19803101],Neutral,-0.19803101,0.9032582,-0.6870757
1.64419e+18,2023-04-07,"another shine muscat flavored jelly, 7/10 found in a lot of convenience stores, but kinda expensive (around 220¥ the last time I remember) it was pretty sweet and the flavor is good, but not as hard and chewy as other jellies",,0,2,1,[-2.9322035   0.21270037  3.1826277 ],Positive,3.1826277,0.21270037,-2.9322035
1.64419e+18,2023-04-07,"お誕生日おめでとうございます(ΦωΦ)💜
お寿司にケーキ…サイコーですね✨
がおりんさんも食べたかな🦁🍣
(マッサージ気持ちよさそうだったw)
お腹いっぱい幸せいっぱいな1日になりますように🫶",,0,1,1,[ 0.22449511  1.3447727  -1.509166  ],Neutral,-1.509166,1.3447727,0.22449511
1.64419e+18,2023-04-07,"Not Chewy though, he got his medal thirty some years later .",Arkansas,0,1,1,[-0.76691383  1.2517757  -0.54355335],Neutral,-0.54355335,1.2517757,-0.76691383
1.64419e+18,2023-04-07,Mhmm chewy raisin biscuits. Gotta throw it hack to like 88? I had seen enough. No need to try again. And I try everything thrice.,,0,0,1,[ 0.0554717   0.61924934 -0.68130606],Neutral,-0.68130606,0.61924934,0.0554717
1.64419e+18,2023-04-07,"Don’t let them over bake. Just brown enough on the edges. Take them out and the heat will continue to
bake them until they cook. Soft and chewy with crunchy edges.",,0,0,1,[-0.6381135   1.2791221  -0.76262176],Neutral,-0.76262176,1.2791221,-0.6381135
1.64419e+18,2023-04-07,Won’t regret it lol.,,0,0,1,[-1.9050498   0.88297105  1.4697776 ],Positive,1.4697776,0.88297105,-1.9050498
1.64419e+18,2023-04-07,Any takers lol?,,0,0,1,[-1.360046   1.5905092 -0.1307927],Neutral,-0.1307927,1.5905092,-1.360046
1.64419e+18,2023-04-07,"According to  
One of the common sweets is Umm Ali a soft and creamy dessert, with chewy edges and crunchy bits of pastry and nuts poking through 🤤",,0,0,1,[-2.7335057  1.5754138  1.197805 ],Neutral,1.197805,1.5754138,-2.7335057
1.64419e+18,2023-04-07,Chewy can finally retweet Masey (⁠灬⁠º⁠‿⁠º⁠灬⁠)⁠♡,,0,0,1,[-2.6336064  1.4841634  1.303609 ],Neutral,1.303609,1.4841634,-2.6336064
1.64419e+18,2023-04-07,"I’ll give up everything except Costco. Did Costco even ever sell mypillow? Isn’t chewy for pets? Pretty sure dollar are general can’t afford to sell mypillow. Weird list, bro.",California,0,0,1,[ 1.582001    0.06769422 -1.7617382 ],Negative,-1.7617382,0.06769422,1.582001
1.64419e+18,2023-04-07,"A LOT - I somehow messed up the timing on my chewy dot com autoship, stupid ADHD!",Pennsylvania,0,3,1,[ 2.502821  -0.3282414 -2.1178122],Negative,-2.1178122,-0.3282414,2.502821
1.64419e+18,2023-04-07,LONDON ka naam kaise pada guru ji! ??,,0,1,1,[-0.73297083  1.7000012  -0.9776554 ],Neutral,-0.9776554,1.7000012,-0.73297083
1.64419e+18,2023-04-07,Sugar makes em chewy!,,0,0,1,[-1.5718126  0.8744606  0.8660813],Neutral,0.8660813,0.8744606,-1.5718126
1.64419e+18,2023-04-07,Hi Chewy!!!,,0,1,1,[-2.6394396   0.97023505  2.1073763 ],Positive,2.1073763,0.97023505,-2.6394396
1.64419e+18,2023-04-07,"Everyone needs to tell other companies to stop using FedEx, example:   - start using USPS or UPS.",Kentucky,1,1,2,[ 0.37984905  0.57127976 -1.1024784 ],Neutral,-1.1024784,0.57127976,0.37984905
1.64419e+18,2023-04-07,"direct message me, i have a chewy package from your old apartment at POV that has been sitting out for a while now. This is the only way i found you lol.",,0,0,1,[-2.1647444  0.9907191  1.5728809],Positive,1.5728809,0.9907191,-2.1647444
1.64419e+18,2023-04-07,"he made peanut butter cookies a few months ago an they were the perfect soft and chewy literal cookies of my DREAMS ,, he made the same cookies a few days ago and they're hard as rocks",,0,0,1,[-2.5297837   0.05551547  2.9664612 ],Positive,2.9664612,0.055515468,-2.5297837
1.64419e+18,2023-04-07,Te vroeg ouwe #020belike,,0,0,1,[-1.1695781   1.3749423  -0.15890315],Neutral,-0.15890315,1.3749423,-1.1695781
1.64419e+18,2023-04-07,I personally don’t like well done cause it’s too chewy and autism moment,Washington,0,0,1,[ 2.5694911  -0.29681313 -2.377376  ],Negative,-2.377376,-0.29681313,2.5694911
1.64419e+18,2023-04-07,"Ntp, mi oc tampoco tiene historia solo lo creé para verse bonito 🥺",,0,1,1,[-1.7379508   1.3141584   0.51895225],Neutral,0.51895225,1.3141584,-1.7379508
1.64419e+18,2023-04-07,"Coke, bed bath and beyond, Walmart, chewy!",Washington,0,0,1,[-2.523336   1.0458391  1.727625 ],Positive,1.727625,1.0458391,-2.523336
1.64419e+18,2023-04-07,soap has some chewy looking ears bro them things look like the wax candies u get during halloween,,0,2,1,[-2.2778254  1.2141846  1.2541089],Positive,1.2541089,1.2141846,-2.2778254
1.64419e+18,2023-04-07,Right?? Same! It's been very hard to get those. I've had to up the game and buy the $2 10pc. bag from the other display. Chewy SweetTarts have been gone like a year!,,0,0,1,[ 1.3656412   0.19127032 -1.5940089 ],Negative,-1.5940089,0.19127032,1.3656412
1.64419e+18,2023-04-07,Chewy is a national treasure,,0,0,1,[-2.605308    0.03189208  3.0113    ],Positive,3.0113,0.031892076,-2.605308
1.64418e+18,2023-04-07,Just look for the Chewy boxes LOL,Kansas,0,0,1,[-1.2796962  1.10758    0.5488768],Neutral,0.5488768,1.10758,-1.2796962
1.64418e+18,2023-04-07,モアナ実写化！？キャホー🎵🎶,,0,1,1,[-0.40801078  1.7175794  -1.053389  ],Neutral,-1.053389,1.7175794,-0.40801078
1.64418e+18,2023-04-07,Todos los ocs con lore profundo y yo con este ctm que me lo saqué de la cola hace rato,,0,1,1,[-1.1846151  1.7620809 -0.5797529],Neutral,-0.5797529,1.7620809,-1.1846151
1.64418e+18,2023-04-07,Apex doesn’t understand instead. He had ice cream with Dad instead of a chewy tonight and now he’s pouting because no one’s given him a chewy,,0,5,1,[ 2.2200732   0.04834196 -2.3100243 ],Negative,-2.3100243,0.04834196,2.2200732
1.64418e+18,2023-04-07,chewy ahh steak,,0,0,1,[-1.0649914  1.5698106 -0.3692666],Neutral,-0.3692666,1.5698106,-1.0649914
1.64418e+18,2023-04-07,Love baguettes that have a hard outer crust and a chewy and fluffy inside. I sliced and toasted some in a pan with some butter and garlic and made some garlic bread.,,0,5,1,[-2.8310559  0.3539055  2.87373  ],Positive,2.87373,0.3539055,-2.8310559
1.64418e+18,2023-04-07,"NOERA JUICY WATER TINT dari  
Ada 7 shades kece loh 😜 ✨MAPLE SYRUP
✨GRENADE JUICE
✨FRESH PEACH
✨VANILLA MILKSHAKE
✨CHEWY CARAMEL
✨HOT COCOA
✨COFFEE LOVER Kalian naksir yang mana?
#noerajuicywater",,0,6,1,[-0.51027554  1.219161   -0.6492115 ],Neutral,-0.6492115,1.219161,-0.51027554
1.64418e+18,2023-04-07,noooo it has to just be a lil chewy that’s it😭😭😭,,0,0,1,[ 0.77109796  0.59898907 -1.1130143 ],Negative,-1.1130143,0.59898907,0.77109796
1.64418e+18,2023-04-07,"Question: if you like Peeps (don’t even answer if you don’t), do like them fresh &amp; soft or a little aged &amp; chewy?",Texas,0,0,1,[-0.6295585  1.3159813 -0.8581407],Neutral,-0.8581407,1.3159813,-0.6295585
1.64418e+18,2023-04-07,Update: I think I finally perfected the chewy cookie 🫡 Last time I made them into hockey pucks lol,,0,0,1,[-3.1073446  0.8653041  2.4860325],Positive,2.4860325,0.8653041,-3.1073446
1.64418e+18,2023-04-07,"Think I need to fuck a black girl no racial slur at but they be creamy lol..,",,0,0,1,[ 2.3791099  -0.03457522 -2.346939  ],Negative,-2.346939,-0.034575224,2.3791099
1.64418e+18,2023-04-07,TYSM!!!! I WANT MY ART TO LOOK SO EDIBLE AND CHEWY 😄😄😄🎂🍧🍡🍬🍭,,0,1,1,[-2.9208682   0.10953973  3.3249118 ],Positive,3.3249118,0.10953973,-2.9208682
1.64418e+18,2023-04-07,"I've had to give up Bath &amp; Body Works, Amazon, Kroger, H.E.B., M&amp;Ms, Air B&amp;B, Lowe's, Under Armour, FireFox, Chewy, Grub Hub &amp; Harely Davidson...thank GOD I don't have to give up Bud Light, it has a really weak taste, I never liked it! 🤣",USA,6,14,7,[ 1.1521418  -0.04264026 -1.0487132 ],Negative,-1.0487132,-0.04264026,1.1521418
1.64418e+18,2023-04-07,"¡Ay, sí! Cálmate, Chewy Da Vinci.",Delaware,0,0,1,[-1.9781885  1.3721535  0.8505273],Neutral,0.8505273,1.3721535,-1.9781885
1.64418e+18,2023-04-07,Chewy chewing,,0,1,1,[ 0.20653057  0.9626833  -1.1802349 ],Neutral,-1.1802349,0.9626833,0.20653057
1.64418e+18,2023-04-07,sounds chewy,,0,0,1,[ 0.34539077  0.8620527  -0.919803  ],Neutral,-0.919803,0.8620527,0.34539077
1.64418e+18,2023-04-07,Er mag toch niks van halsema dus komt haar goed uit,,0,0,1,[-0.40677613  1.4020492  -0.9096453 ],Neutral,-0.9096453,1.4020492,-0.40677613
1.64418e+18,2023-04-07,Ik zou wel weten wat ik wou ja 😋☺️,,0,0,1,[-3.1480954  1.4352767  1.8846437],Positive,1.8846437,1.4352767,-3.1480954
1.64418e+18,2023-04-07,Pfft nothing is better than a soft chewy cinnamon flavored oatmeal raisin cookie. You like grapes don’t you?,,0,0,1,[-2.1396203  -0.05368924  2.8073568 ],Positive,2.8073568,-0.05368924,-2.1396203
1.64418e+18,2023-04-07,The world for a while and it's an awkward question and the Chewy Nougats.,,0,0,1,[ 0.6430418   0.91025823 -1.5415363 ],Neutral,-1.5415363,0.91025823,0.6430418
1.64418e+18,2023-04-07,HE HAZ BISNEZ.. HE BUYS WIVES... PUNTHAKAT PUNTHAKAT?? HIM? HE HAS HIS UGLY FACE.. EVEGHIWHERE BABABABABA EVERYONE IS RUNNING TO PHANTOM CHEWY MUCHENTUCHEN.. FOR THE FOOD THE HEROES EAT,,0,1,1,[ 1.2598505   0.31198597 -1.689927  ],Negative,-1.689927,0.31198597,1.2598505
1.64417e+18,2023-04-07,Yay Chewy!,,0,0,1,[-2.8104854   0.40084392  2.9041684 ],Positive,2.9041684,0.40084392,-2.8104854
1.64417e+18,2023-04-07,#chewy #Feminism #doordash,California,0,0,1,[ 0.9898295   0.62821096 -1.807845  ],Negative,-1.807845,0.62821096,0.9898295
1.64417e+18,2023-04-07,"That skirts fierce Wtf do you think I'm looking at, Chewy in a dress?",,0,0,1,[ 0.5158167  1.0292115 -1.6153413],Neutral,-1.6153413,1.0292115,0.5158167
1.64417e+18,2023-04-07,Star Wars Kurzarm Creeper mit Kappe Chewbacca Baby Kostüm Chewy Strampler Set braun Größe 12M #Amazon🇩🇪,,0,0,1,[-1.5847666  1.5779562  0.1566469],Neutral,0.1566469,1.5779562,-1.5847666
1.64417e+18,2023-04-07,"Star Wars Short Sleeve Creeper with Cap, Chewbacca Baby Costume, Chewy Romper Set, Brown, Size 18M #Amazon🇩🇪",,0,0,1,[-2.8665595  1.8398622  1.1466295],Neutral,1.1466295,1.8398622,-2.8665595
1.64417e+18,2023-04-07,hes so….chewy…..,,0,1,1,[-0.12032129  0.6926869  -0.4383386 ],Neutral,-0.4383386,0.6926869,-0.12032129
1.64417e+18,2023-04-07,has lost thousands from me. And my parents in Alabama. Several others. They're offering me discounts and gift cards to come back. Just put My Pillow dog beds back on your website and I will be back.,,0,0,1,[ 0.13720678  0.45269942 -0.7080532 ],Neutral,-0.7080532,0.45269942,0.13720678
1.64417e+18,2023-04-07,That means u over baked ur cookies. If u under bake them slightly then they’ll still be chewy when they’re cooled down!,,0,0,1,[ 0.47252792  0.6367911  -1.1700909 ],Neutral,-1.1700909,0.6367911,0.47252792
1.64417e+18,2023-04-07,it’s actually different from what i had before but it’s so goodddd it’s fluffy and chewy like milk bread and the melon cream inside isn’t overly melony or sweet bad pic tho,,0,0,1,[-2.4295356 -0.5224291  3.7884843],Positive,3.7884843,-0.5224291,-2.4295356
1.64417e+18,2023-04-07,"Will will persevere and it will involve cold brew and mafia and, if you’re me, chewy runts.",California,0,13,1,[-1.3984661   1.3363664   0.06894403],Neutral,0.06894403,1.3363664,-1.3984661
1.64417e+18,2023-04-07,Your art is so chewy /pos,,0,1,1,[-2.1561513   0.29225516  2.31631   ],Positive,2.31631,0.29225516,-2.1561513
1.64417e+18,2023-04-07,"Even POTUS twisted the conversation. How can you make laws if lawmakers are not following the rules and laws. You can’t scream, shout and interrupt during session. Is a waste of lawmakers time.",Massachusetts,0,0,1,[ 2.1375089   0.30718392 -2.5676384 ],Negative,-2.5676384,0.30718392,2.1375089
1.64417e+18,2023-04-07,If you like a chewy bakery style cookie you can try my recipe 🙂,,1,1,2,[-3.5734358  1.113585   2.6086035],Positive,2.6086035,1.113585,-3.5734358
1.64417e+18,2023-04-07,Can't make them care what we care about. Sometimes you have to go with the cat craze! 🙌🐈,,0,0,1,[-0.41711316  0.6247724  -0.20742226],Neutral,-0.20742226,0.6247724,-0.41711316
1.64417e+18,2023-04-07,"You’re baking them too long. It should be a bit brown around the edges and soft in the middle. When you take them out they continue to cook so if you bake too long and then leave them out, it’ll get hard and not chewy.",Texas,0,0,1,[ 0.01062119  0.95726556 -0.9783746 ],Neutral,-0.9783746,0.95726556,0.010621194
1.64417e+18,2023-04-07,i was thinking of chewy candy with a liquid filling,,0,1,1,[-2.1184626  1.575366   0.628246 ],Neutral,0.628246,1.575366,-2.1184626
1.64417e+18,2023-04-07,They think EVERYTHING is more important! Lol,Washington,0,1,1,[-0.05276122  0.3310638  -0.06597856],Neutral,-0.065978564,0.3310638,-0.052761216
1.64417e+18,2023-04-07,"Here’s a shameless plug of my chewy, bakery-style chocolate chip cookie recipe 🙂",,0,3,1,[-2.7029347  1.1412618  1.8122193],Positive,1.8122193,1.1412618,-2.7029347
1.64417e+18,2023-04-07,Sometimes certain things are more important than news. 😹💙🐾,,0,1,1,[-1.7186916  0.6855073  1.0717169],Positive,1.0717169,0.6855073,-1.7186916
1.64417e+18,2023-04-07,🥰,,0,0,1,[-2.012197  -0.0097285  2.426722 ],Positive,2.426722,-0.009728501,-2.012197
1.64417e+18,2023-04-07,"""Mama let us out of the   mewsroom early cuz we wouldn't stop playing in da pile of   paper while she was trying to do the afternoon mews on da radio!""",Washington,1,3,2,[ 0.15840453  0.79005533 -0.67995477],Neutral,-0.67995477,0.79005533,0.15840453
1.64417e+18,2023-04-07,Bottom 50% taxpayers paid 2% share of federal income tax revenue.,Massachusetts,0,0,1,[ 0.5456659  1.2958717 -2.089196 ],Neutral,-2.089196,1.2958717,0.5456659
1.64417e+18,2023-04-07,Wanker,,0,0,1,[ 1.2330139  0.2875929 -1.4666302],Negative,-1.4666302,0.2875929,1.2330139
1.64417e+18,2023-04-07,"Max and I went on Zombie patrol today….limited time because my Mom was tired from “leg day”…everything appeared normal #ZSHQ and yes, Max brought his chewy again….",California,1,52,2,[-2.0044396   0.62694526  1.4457151 ],Positive,1.4457151,0.62694526,-2.0044396
1.64417e+18,2023-04-07,This link show the share of Federal income tax paid by income.,Massachusetts,0,0,1,[-0.53081864  1.8803701  -1.601338  ],Neutral,-1.601338,1.8803701,-0.53081864
1.64417e+18,2023-04-07,That's so cute 🥰 happy birthday Blue!,,0,0,1,[-2.216407  -0.9314067  4.020007 ],Positive,4.020007,-0.9314067,-2.216407
1.64417e+18,2023-04-07,“ Chewy fly don’t bother me” 🕊️🤍,,0,1,1,[-1.2320943   0.8002472   0.65985525],Neutral,0.65985525,0.8002472,-1.2320943
1.64417e+18,2023-04-07,You look pretty Spectacular BIRTHDAY GIRL!!! HAPPY BIRTHDAY MS MILLIE !!!,,0,0,1,[-2.392633  -1.0377979  4.2858443],Positive,4.2858443,-1.0377979,-2.392633
1.64417e+18,2023-04-07,It's chewy too,,0,0,1,[-2.1074748  0.9645814  1.3457754],Positive,1.3457754,0.9645814,-2.1074748
1.64417e+18,2023-04-07,freebie bags almost finished these candies are saur good theyre chewy and sweet,,0,2,1,[-2.5287688 -0.6701218  4.005509 ],Positive,4.005509,-0.6701218,-2.5287688
1.64417e+18,2023-04-07,they are unmatched.. nobody holds a candle to their customer service reps,,0,2,1,[-0.89512825  0.09554123  1.2778699 ],Positive,1.2778699,0.09554123,-0.89512825
1.64417e+18,2023-04-07,"Sunbelt Bakery Chocolate Chip Chewy Granola Bars, 5 Boxes, 50 Individually Wrapped Bars QKTTR5S",,0,0,1,[-2.498471    2.4454894  -0.05788593],Neutral,-0.05788593,2.4454894,-2.498471
1.64416e+18,2023-04-07,"Mmm, peanut butter/chocolate chip forever. Middle-aged person here attesting that Quaker Chewy aren’t just for kids!",,0,1,1,[-2.383604    0.78010845  1.5642966 ],Positive,1.5642966,0.78010845,-2.383604
