Id,Date,Tweet,Location,Retweet Count,Favorite Count,Total Tweets Count,Sentiment Score,Sentiment,Positive Sentiment Score,Neutral Sentiment Score,Negative Sentiment Score
1.63E+18,2/22/2023,"Congratulations Luna, well done.",,0,0,1,[-2.8633647  -0.16133663  3.5653412 ],Positive,3.5653412,-0.16133663,-2.8633647
1.63E+18,2/22/2023,"I graduated puppy/beginner class and private sessions. Yippee!! On to intermediate, advanced, and service dog...four to six months to go! Thank you Miss Gwynn the bestest teacher for helping me and my parents learn together!",Washington,0,3,1,[-2.747137   -0.64536774  4.131785  ],Positive,4.131785,-0.64536774,-2.747137
1.63E+18,2/22/2023,"On left, tetras I’ve had for over a year from a local pet shop. Doing well. On right, four tetras I’ve had for one week that all died overnight from . There’s also a female guppy who died. There’s a baby guppy thriving in the tank. Something is very wrong at Petsmart.",California,0,3,1,[ 2.1879334  -0.02440064 -2.2963629 ],Negative,-2.2963629,-0.024400637,2.1879334
1.63E+18,2/22/2023,"Take his name off the book, this isn't what he wrote. If you're so thin skinned you have to censor what a book refers to someone as, maybe publishing isn't your thing? Maybe puppy feeder at petsmart?",,0,0,1,[ 1.8851426  0.4358186 -2.509595 ],Negative,-2.509595,0.4358186,1.8851426
1.63E+18,2/22/2023,where can i get my sons balls removed (la) don’t say petsmart,Louisiana,0,0,1,[ 1.3589554  0.9506633 -2.400503 ],Negative,-2.400503,0.9506633,1.3589554
1.63E+18,2/22/2023,Chatting with PetsMart in the DMs,,0,0,1,[-1.9047911   2.1366434  -0.25496086],Neutral,-0.25496086,2.1366434,-1.9047911
1.63E+18,2/22/2023,Thank You! His tail hasn’t stopped wagging since he open the package.🥰,,0,0,1,[-2.8946157  -0.20723926  3.7060132 ],Positive,3.7060132,-0.20723926,-2.8946157
1.63E+18,2/22/2023,"Phew! Thanks, , for the rapid delivery of kitty litter. Mom has been ill lately, and not noticed the litter situation was reaching Code Red! 🙀",Pennsylvania,0,5,1,[-0.12312485  0.09604964  0.05154419],Neutral,0.05154419,0.09604964,-0.12312485
1.63E+18,2/22/2023,Bro...you probably buy your electronics at Best Buy. You probably get your coffee at Dunkin Donuts. You probably buy your pet food at Petsmart. And you probably get your cabinet materials from Home Depot. Tell me...where the hell are you supporting 'small business' in the week?,,0,0,1,[ 1.0669662   0.22799855 -1.432031  ],Negative,-1.432031,0.22799855,1.0669662
1.63E+18,2/22/2023,"Food emergency at the Larter Household this am, new bag of food bug infested. The most traumatic element here is the break from routine. Question: are the ones you can buy at petsmart edible?",,0,4,1,[ 2.3633387   0.02124329 -2.5339713 ],Negative,-2.5339713,0.02124329,2.3633387
1.63E+18,2/22/2023,"Other blockchains can try, but ETH has already achieved the goal. Vs Amazon that’s the difference. TVL in NFTS and defi on ETH Vs Solana says it all, now add in Polygon and L2s and it’s not even close.",,0,0,1,[-1.7307428  0.7929106  1.1211427],Positive,1.1211427,0.7929106,-1.7307428
1.63E+18,2/22/2023,"You found a genie in a bottle, and he'll grant you one Wishbone. Come collect your Wishbone at Hulen PetSmart. To see more about Wishbone and all of our other adoptable friends, ⏬click⏬ #friends #petsmartcharities #petsmart #fwacc #fortworth #pets #hulen",Texas,0,2,1,[-3.3096132  0.8271705  2.7685077],Positive,2.7685077,0.8271705,-3.3096132
1.63E+18,2/22/2023,"This SATURDAY, we’re bringing our mobile adoption unit to PetSmart in Staten Island, NY (The Boulevard, 2656 Hylan Blvd), 2/25/2023, from 11 am to 3 pm! To get pre-approved, please email Offsite .org! Bring your family and adopt your new best friend! #Adopt",Washington,19,29,20,[-3.795672   1.1811146  2.881803 ],Positive,2.881803,1.1811146,-3.795672
1.63E+18,2/22/2023,Went to local PetSmart and saw two kitties sleeping. One of them was dreaming! His little ears were twitching and his paws too!! 😭,Illinois,0,2,1,[ 0.38654757  0.4135247  -0.70891356],Neutral,-0.70891356,0.4135247,0.38654757
1.63E+18,2/22/2023,Do you have a furry friend? Pick up some new treats and toys for them at Petsmart at Pompano Citi Centre! #petsmart #pompanociticentre #shoppompano #pompanobeach #shoppingcenter,Florida,0,0,1,[-3.395923   1.3965402  2.2493427],Positive,2.2493427,1.3965402,-3.395923
1.63E+18,2/22/2023,Join us this Saturday for the official grand opening of our Everyday Adoption Center at the PetSmart North Dallas located at 16821 Coit Road in Dallas. We can't wait to help you find your new furry family member! 💞,Texas,1,2,2,[-3.608641    0.29230386  3.7479901 ],Positive,3.7479901,0.29230386,-3.608641
1.63E+18,2/22/2023,Tell PetSmart and Petco: Animals Aren’t Products! via,,0,0,1,[-0.25831753  0.5633399  -0.43906647],Neutral,-0.43906647,0.5633399,-0.25831753
1.63E+18,2/22/2023,Hey #1102 It’s the start of the Easter season today. Time to take down your Christmas decor 🤦🏻‍♀️,,0,0,1,[ 0.76084596  0.17993326 -1.086086  ],Negative,-1.086086,0.17993326,0.76084596
1.63E+18,2/22/2023,"BUDDY!! Respond with a ""Woof Woof"" Let us know you made it out 🤣 🚿",,0,0,1,[-2.2656758  1.0717303  1.5521265],Positive,1.5521265,1.0717303,-2.2656758
1.63E+18,2/22/2023,"He’s refusing to give petsmart his business for a good reason. And hopefully, he won’t be giving NB his business anymore, either. Idk why you’re so concerned about what this guys is or isn’t doing…",,0,0,1,[ 1.2101172   0.38921165 -1.7590948 ],Negative,-1.7590948,0.38921165,1.2101172
1.63E+18,2/22/2023,mreeerreeerer Petsmart like,,0,0,1,[-0.51188135  1.5530385  -0.85515666],Neutral,-0.85515666,1.5530385,-0.51188135
1.63E+18,2/22/2023,"Thanks, friend. That's a great idea!! I'm looking for rabbit poo as we speak!!",Minnesota,0,0,1,[-2.352911  -0.2351317  3.1457474],Positive,3.1457474,-0.2351317,-2.352911
1.63E+18,2/22/2023,"I went to sleep at 8:30 last night. Just for Abby to wake me up at 3AM. Lil’ ass was on TEN all night. Meowing in my face. Knocking down the tree in my bedroom. Climbing on shit. Girl, I will take you back to PetSmart.",Alabama,0,3,1,[ 1.8632741  -0.14280927 -1.7566633 ],Negative,-1.7566633,-0.14280927,1.8632741
1.63E+18,2/22/2023,"Petsmart Employee: You know these are considered animal cruelty, you realize shouldn’t get these for your pet. Lia: Pet?",,0,1,1,[ 1.9797556  0.2867797 -2.4627938],Negative,-2.4627938,0.2867797,1.9797556
1.63E+18,2/22/2023,I don’t understand how PetsMart is still able to groom animals after the dozens of horror stories,Florida,0,0,1,[ 2.4347816   0.03527249 -2.641491  ],Negative,-2.641491,0.035272494,2.4347816
1.63E+18,2/22/2023,"""I know I am in a place where I belong. I have mentors and leaders here in PetSmart who trust me, believe in me, and support my growth."" - Lead Systems Engineer, Neethu. #chicago #dogs #teamwork #positiveimpact #anythingforpets #leaders #lifeatpetsmart",Illinois,0,0,1,[-3.2221127   0.10994668  3.4334373 ],Positive,3.4334373,0.10994668,-3.2221127
1.63E+18,2/22/2023,So she was leaving anyway. And then she gets bit? Wow well I guess that would be true anywhere you take them unless it’s a privately owned groomer shop. I know that people like Pet Sense Petsmart. They hire them but I’m sure they change frequently.,,0,1,1,[ 0.04431732  0.6163878  -0.66245735],Neutral,-0.66245735,0.6163878,0.044317316
1.63E+18,2/22/2023,#experience in #security is something our #clients like #securityguard #lossprevention,,0,0,1,[-1.8117126  1.1615404  0.5080059],Neutral,0.5080059,1.1615404,-1.8117126
1.63E+18,2/22/2023,anyways im at petsmart which name are we going with,,0,2,1,[-1.9232328   2.0326307  -0.19468921],Neutral,-0.19468921,2.0326307,-1.9232328
1.63E+18,2/22/2023,AYOOOOOOOOOO JUST BARKED FOR ME LIKE A DOG AT PETSMART. That’s the tweet.,,1,13,2,[-1.4571795  0.8020344  1.0642639],Positive,1.0642639,0.8020344,-1.4571795
1.63E+18,2/22/2023,I saw my very first Shiba Inu in person the other day at Petsmart. The puppy was sooooo cute!!!! I WANTED TO DO THE PETTING!! #dog #puppy #dogsoftwitter,Washington,0,3,1,[-2.6614718 -0.489699   4.033153 ],Positive,4.033153,-0.489699,-2.6614718
1.63E+18,2/22/2023,purina one or pro and IAMS are what i always recommend to friends who have dogs NEVER BUY THE SHIT YOU SEE AT PETCO/PETSMART,,0,0,1,[ 0.03116054  0.24031983 -0.419539  ],Neutral,-0.419539,0.24031983,0.031160537
1.63E+18,2/22/2023,"Lol I keep seeing somebody I follow on here at PetSmart and we always do the quick we follow each other look but we walking pass each other, ion like him or anything but I be feeling like I should say hi or something ion like weird stuff but I’m not aggressive either",Texas,0,1,1,[-0.20941228  0.6861881  -0.54738796],Neutral,-0.54738796,0.6861881,-0.20941228
1.63E+18,2/22/2023,Does she get her pedicures at PetSmart®️?,,0,0,1,[-1.4674276  1.7913911 -0.6602473],Neutral,-0.6602473,1.7913911,-1.4674276
1.63E+18,2/22/2023,"My PetSmart just started getting the Churu ones! They also sell many other brands of tubes, some cheaper than others. I tend to get them on Amazon (I know, bad!) because I get a big box every month (both Cosmo and Nebula expect one every evening now, they’re so spoiled!)",,0,2,1,[-1.206133    0.24621873  1.2252438 ],Positive,1.2252438,0.24621873,-1.206133
1.63E+18,2/22/2023,"You'll be fine, just find some smelly stuff to roll in. Signed, your friend George",,0,1,1,[-1.0546721   0.6676965   0.50766766],Neutral,0.50766766,0.6676965,-1.0546721
1.63E+18,2/22/2023,"Why is the ""Where's the love for the ferret?"" commercial nowhere to be found on the internet? I still use that line whenever I can!",,0,0,1,[ 0.21324842  0.39033955 -0.6446086 ],Neutral,-0.6446086,0.39033955,0.21324842
1.63E+18,2/22/2023,"Maybe it scratches and itch or smth. I literally have to watch it in repeat bc it's the only thing I can think of. A few examples include: watching the twerking tiktok of the guy from petsmart, watching masterchief and doom slayer do that fortnite dance,",,0,0,1,[-0.7215143   0.77530015  0.2311624 ],Neutral,0.2311624,0.77530015,-0.7215143
1.63E+18,2/22/2023,Cause PetSmart know they can do them a damn freestyle on my dog,,0,0,1,[ 0.8688815  0.3964609 -1.2548441],Negative,-1.2548441,0.3964609,0.8688815
1.63E+18,2/22/2023,"😂😂😂😂😂 Basically EVERYWHERE. Go to ANY post office, walmart, PETSMART, dollar store, ethnic care hair stores, the social service building, every hookah lounge, Miami Beach, the entire cities of Philadelphia and Memphis. Any city with a high Black population.",Nevada,0,0,1,[-0.76245064  1.0383563  -0.20320272],Neutral,-0.20320272,1.0383563,-0.76245064
1.63E+18,2/22/2023,You can find one exactly like it at your local PetSmart in the goldfish section,,0,2,1,[-2.707868  1.226537  1.691553],Positive,1.691553,1.226537,-2.707868
1.63E+18,2/22/2023,"I came to Petsmart looking like a piece of caca because it's late, the dogs food hasn't shipped yet, it was last minute and I didn't think it would be busy... tell me why it's never been more packed 🙃",Idaho,0,1,1,[ 0.8759278   0.16435622 -1.016694  ],Negative,-1.016694,0.16435622,0.8759278
1.63E+18,2/22/2023,wanna steal a hamster outta petsmart so bad 😩,,0,0,1,[ 0.6787551   0.19485424 -0.7731633 ],Negative,-0.7731633,0.19485424,0.6787551
1.63E+18,2/22/2023,something about petsmart got dog food on sale idk,,1,1,2,[-0.5564059  1.3406054 -1.116447 ],Neutral,-1.116447,1.3406054,-0.5564059
1.63E+18,2/22/2023,Today when I spent $138.97 in PETSMART for a dog 😩😭 I swear he my sonnnn,Washington,0,0,1,[-0.54861945  0.48600262  0.32528389],Neutral,0.32528389,0.48600262,-0.54861945
1.63E+18,2/22/2023,"Impulse buy, shiny, near the register. (PetSmart adoption event)",,0,2,1,[-2.8203154  1.511771   1.2875551],Neutral,1.2875551,1.511771,-2.8203154
1.63E+18,2/22/2023,Now you gotta stop by petsmart after work 🙃,,0,0,1,[-0.80600744  1.0867728  -0.12295782],Neutral,-0.12295782,1.0867728,-0.80600744
1.63E+18,2/22/2023,"🤔aren't there ways to work mostly inside? guess i lucked out doing commercial summer helper building a Petsmart, warehouse, movie theater. rarely outside other than walking between trailers for materials &amp; deliveries. hot yes but A/C units 1 of the first things put on roof.",Arizona,0,0,1,[-1.5993483   0.8397057   0.94851005],Positive,0.94851005,0.8397057,-1.5993483
1.63E+18,2/22/2023,Friends help!! I'm getting a bath!! Send reinforcements to self-serve dog wash 🐕 🛁,Minnesota,2,32,3,[-1.754254    1.095656    0.78455365],Neutral,0.78455365,1.095656,-1.754254
1.63E+18,2/22/2023,i’m at petsmart i’ll drop it in a sex,,0,2,1,[-0.9303886   1.3875582  -0.12523037],Neutral,-0.12523037,1.3875582,-0.9303886
1.63E+18,2/22/2023,shout out to the petsmart employee for accidentally giving me a baby snail with my new guppies ✨👌,,0,1,1,[-2.1556268   0.25718015  2.1804361 ],Positive,2.1804361,0.25718015,-2.1556268
1.63E+18,2/22/2023,So whack that in america peoples mental illness leads to mass shootings and not mass releasing all the birds/gerbils from petsmart,Illinois,0,6,1,[ 3.1696732  -0.32306552 -3.1418076 ],Negative,-3.1418076,-0.32306552,3.1696732
1.63E+18,2/22/2023,i just went to petsmart w all the coupons i got a new owner welcome booklet i got when i adopted pucca and stocked up on tons of free food and snacks hehe,,0,10,1,[-3.1856143   0.31455117  3.316103  ],Positive,3.316103,0.31455117,-3.1856143
1.63E+18,2/22/2023,"Hmmm… Something from Chewy. I love Chewy— we’ve been getting Little Coffee’s special prescription food from Chewy. Saves us from having to go to PetSmart. (Not that we dislike PetSmart, just that we don’t always feel like shopping in person). ❤️🐾❤️🐾",California,0,0,1,[-2.1154022  -0.36069733  3.136366  ],Positive,3.136366,-0.36069733,-2.1154022
1.63E+18,2/22/2023,“Let’s Go Preds!!” - Duncan 🐾 Congrats to tonight’s Pet of the Game!,Tennessee,0,16,1,[-3.302789   -0.02250306  3.8339772 ],Positive,3.8339772,-0.022503063,-3.302789
1.63E+18,2/22/2023,"💘 pampered, before and after 😍",Texas,0,0,1,[-3.0236897  0.2178812  3.192173 ],Positive,3.192173,0.2178812,-3.0236897
1.63E+18,2/22/2023,"People have been raw feeding cats, dogs, ferrets, etc. for like.. 30 years. It's not a new industry. They carry raw diets in Petsmart. Why do people just say whatever on the internet and somehow garner 100+ likes? Jfc",,0,0,1,[ 1.0996752   0.35426408 -1.5996764 ],Negative,-1.5996764,0.35426408,1.0996752
1.63E+18,2/22/2023,im doing doordash at petsmart nah whyi have to pick up a bearded dragon for them,,0,25,1,[-0.38633674  1.6557891  -1.14406   ],Neutral,-1.14406,1.6557891,-0.38633674
1.63E+18,2/22/2023,"My Oso is quite similar. He was in a kennel, hiding. The worker at PetSmart brought him to meet us and bam! Next thing I know, he was walking my dad across the parking lot. He's still skittish, we got him at 4yrs old. His personality is shining now at 10. He's shy but friendly.",,0,1,1,[-2.58329     0.38105762  2.6141343 ],Positive,2.6141343,0.38105762,-2.58329
1.63E+18,2/22/2023,"Mala mía, fui a marshals y a Petsmart",,0,1,1,[-1.0793537  1.6094491 -0.5635751],Neutral,-0.5635751,1.6094491,-1.0793537
1.63E+18,2/22/2023,I’m already having a horrible day &amp; to top it off I just slipped on a fresh pile of dog shit in the Petsmart parking lot 😩 nobody talk to me,California,0,6,1,[ 2.9716606 -0.6162138 -2.317603 ],Negative,-2.317603,-0.6162138,2.9716606
1.63E+18,2/22/2023,shout out to the petsmart employee that got nervous and took out a calculator and took like 5 mins to give me a penny when my total was $20.99 and i gave him $21,,0,4,1,[ 0.6061441   0.51350176 -1.117141  ],Negative,-1.117141,0.51350176,0.6061441
1.63E+18,2/22/2023,Sent the DM any updates?,,0,0,1,[-0.9543052  1.7600384 -0.8340858],Neutral,-0.8340858,1.7600384,-0.9543052
1.63E+18,2/22/2023,"1/3 The lady at petsmart “sorry I can’t sell you this fish if you buy the tank right now come back in 5-7 weeks” me “lol okay” , lady “also you gotta get this $300 tank not the $60 one” me “are you educated on fish?” Lady “I just got one I know blabblahblah”",,0,1,1,[ 0.29779005  0.8779446  -1.2035152 ],Neutral,-1.2035152,0.8779446,0.29779005
1.63E+18,2/22/2023,Then we treated them to a trip to PetSmart got some new toys and kitty cups from starbies~!,,0,0,1,[-3.5386684  0.7478256  3.0725536],Positive,3.0725536,0.7478256,-3.5386684
1.63E+18,2/22/2023,are your locations no longer giving bandannas after grooming anymore? :(,,0,0,1,[ 1.9032872  0.6539121 -2.6517906],Negative,-2.6517906,0.6539121,1.9032872
1.63E+18,2/22/2023,"LOOK AT MY TEEF! ADOPT ME! Meet Miracle's Marvels!! Born into a loving foster home on December 30, 2022 and raised with dogs and a cat! They are sweet puppies that are now looking for their forever home...come meet them this Saturday, February 25th at our Fair Lakes PetSmart",Virginia,20,47,21,[-3.430872   0.3606199  3.5731945],Positive,3.5731945,0.3606199,-3.430872
1.63E+18,2/21/2023,I hope she's having a good day. My homie used to work with her at PetSmart in Houston,,0,0,1,[-2.9516315   0.41522717  2.9659147 ],Positive,2.9659147,0.41522717,-2.9516315
1.63E+18,2/21/2023,two autistics (myself and the cashier at petsmart) talking about a shared special interest is so wholesome and awkward i wish people could have heard it,Kentucky,0,0,1,[-1.2454358   0.09630089  1.4292399 ],Positive,1.4292399,0.096300885,-1.2454358
1.63E+18,2/21/2023,"Apparently he has been banned from all Targets in the USA. He harasses people at Fry’s, Barnes and Noble, Petsmart and Sprouts as well. I am hoping to encounter him someday because I know exactly what I will say. Such a vile and disgusting man child.",USA,1,84,2,[ 3.119619  -0.5611033 -2.7360713],Negative,-2.7360713,-0.5611033,3.119619
1.63E+18,2/21/2023,Scrumptious 5 month old tabby #kitten Strawberry went home with her new pawrents on Saturday &amp; it looks like she is already settling in 🍓 Another fabulous match made pawsible by our Renton Volunteers! #goodmewstues #tabbytuesday #purrfectpals #adoptdontshop #adoptlove,Washington,0,5,1,[-2.9745326  -0.30544686  3.93812   ],Positive,3.93812,-0.30544686,-2.9745326
1.63E+18,2/21/2023,"Some pet stores have 1 dollar per gallon sales (Petco, Petsmart, and local petstores). So you can get a 5 gal tank for 5$! Its a very common misconception that Betas can live in small tanks (so dont feel bad!). But a good size for a beta is actually 5 gal! Source i have fishies💜",,0,1,1,[-2.2306812   0.45400697  1.9760395 ],Positive,1.9760395,0.45400697,-2.2306812
1.63E+18,2/21/2023,yesss!!! i think her sand is technically like untreated lizard sand and the person at petsmart is always like aw what type of lizard you have and i'm like 'hamster',Texas,0,1,1,[-1.4301037   1.2066224   0.52651143],Neutral,0.52651143,1.2066224,-1.4301037
1.63E+18,2/21/2023,Marjorie Taylor Greene is the only sitting member of Congress who has to get her pedicure at PetSmart®️,,3,106,4,[-1.9148138   1.5267462   0.14513868],Neutral,0.14513868,1.5267462,-1.9148138
1.63E+18,2/21/2023,"We’re sorry to hear about your experience, Karen. Unfortunately, there are situations where we may not be able to accept a pet for grooming. We’d be happy to have store leadership contact you, if you’d like. If you'd like us to connect you, could you please send us a DM?",,0,0,1,[ 0.4268328   0.65703046 -1.0829481 ],Neutral,-1.0829481,0.65703046,0.4268328
1.63E+18,2/21/2023,"If you have #kitten or #puppy supplies to donate for IBR, you can drop them off at the Petsmart on Fairway Dr, Roseville, during regular store hours if we are not there. The #tinybutmighty apPAWciate your kindness. #gratitude",California,0,0,1,[-2.963149    0.74573326  2.3627625 ],Positive,2.3627625,0.74573326,-2.963149
1.63E+18,2/21/2023,I swung by PetSmart with Thor and he was SO good 🥹 he got pets from two different people and got a couple toys along with some supplements. The rx food is gonna be expensive but it’s just for a month or two.,,0,2,1,[-2.2645013  -0.28089637  3.1879654 ],Positive,3.1879654,-0.28089637,-2.2645013
1.63E+18,2/21/2023,"Oh so Cute! 😍We call those ones 'brainy' fish. And yeah, they are nippers. At the Petsmart I once worked for, they would always be a major cause of nipped fins and deflated bubbles (for the bubble eyed ones).",Washington,0,0,1,[-1.1525644   0.15042238  1.4821618 ],Positive,1.4821618,0.15042238,-1.1525644
1.63E+18,2/21/2023,PetSmart is playing Nine in the Afternoon????,,0,0,1,[-1.301502    1.5831515  -0.33052132],Neutral,-0.33052132,1.5831515,-1.301502
1.63E+18,2/21/2023,i can barely feed myself and they want me to go buy produce and meats for my fur child? he’s gonna continue to eat Petsmart’s finest kibble.,USA,1,1,2,[ 1.5806987   0.04152763 -1.6537966 ],Negative,-1.6537966,0.04152763,1.5806987
1.63E+18,2/21/2023,Sounds like u shood get a new ball from PetSmart on the way home,,0,2,1,[-2.115688   1.3756073  0.7549802],Neutral,0.7549802,1.3756073,-2.115688
1.63E+18,2/21/2023,— you need to hire real groomers with ACTUAL experience and who know wtf they’re doing. It’s not ok for you to charge $50+ and leave my cat completely wet/shaking and with the collar the employee left on them still on. Completely unprofessional and appalling. 😡‼️‼️,,0,0,1,[ 2.9184604 -0.4267807 -2.5925121],Negative,-2.5925121,-0.4267807,2.9184604
1.63E+18,2/21/2023,"Wow moved my dog's grooming appt up 28.5 hours w/o confirmation from me, then canceled when I didn't show--so scheduled appt is just gone and it'll take 10-14 days for another. lol yeah ok. I'm sure they are ""short staffed"" due to COVID even though it's been 3 years😡",Virginia,0,0,1,[ 0.6762531   0.20652133 -0.8213875 ],Negative,-0.8213875,0.20652133,0.6762531
1.63E+18,2/21/2023,"Do you know me? I’m a super friendly, seasoned Chihuahua who was found at the PetSmart in Highway 6 today. I’m about 10 years old and showing signs of my age, so I’d really like to make my way back to my living family. My tag says my name is Neches - and that’s very true as",Texas,13,15,14,[-2.731503    0.31528986  2.8357666 ],Positive,2.8357666,0.31528986,-2.731503
1.63E+18,2/21/2023,i dont fit in at petsmart / and that truth remains at the walmart,,0,0,1,[ 1.9799609   0.38092327 -2.5133438 ],Negative,-2.5133438,0.38092327,1.9799609
1.63E+18,2/21/2023,"Hi Sierra, we're sorry to hear about your order cancellation. We'd like to connect you with our Customer Care team. Would you mind sending us a DM with your last name, email address, and phone number?",,0,0,1,[ 0.6964548  0.9261012 -1.5388685],Neutral,-1.5388685,0.9261012,0.6964548
1.63E+18,2/21/2023,I picked up a pink squid from PetSmart for the cats - the backleg-kick style ... They must play with it because it moves around?!,USA,0,0,1,[-2.6422539  1.2583965  1.6770425],Positive,1.6770425,1.2583965,-2.6422539
1.63E+18,2/21/2023,Un like y voy a Petsmart,,0,6,1,[-0.25351876  1.3130295  -1.1018584 ],Neutral,-1.1018584,1.3130295,-0.25351876
1.63E+18,2/21/2023,Petsmart is hiring!👇,,0,0,1,[-3.6374974  1.3227594  2.3344407],Positive,2.3344407,1.3227594,-3.6374974
