Id,Date,Tweet,Location,Retweet Count,Favorite Count,Total Tweets Count,Sentiment Score,Sentiment,Positive Sentiment Score,Neutral Sentiment Score,Negative Sentiment Score
1.63573e+18,2023-03-14,Vi que las subieron de precio pero no me gabo fijado que ya las quitaron! 😡🥴,,0,0,1,[ 1.3969598   0.37503862 -1.7431133 ],Negative,-1.7431133,0.37503862,1.3969598
1.63573e+18,2023-03-14,SO AFTER ANDY DIED I VISITED A PETCO AND A KITTEN PRETTY MUCH DID THISI WAS SHOCKED,,0,5,1,[ 0.03682178  0.46082902 -0.43874168],Neutral,-0.43874168,0.46082902,0.03682178
1.63573e+18,2023-03-14,"NJ school board member caught shoplifting at Petco, cops say",New Jersey,0,1,1,[ 1.4442455  0.9123024 -2.3873086],Negative,-2.3873086,0.9123024,1.4442455
1.63573e+18,2023-03-14,Protect your furry friend with Nationwide Pet Insurance! Their coverage includes a 24-hour vet helpline and Petco trusts them too. Get 5% off with this link:,California,0,0,1,[-3.183845    0.71319056  2.683472  ],Positive,2.683472,0.71319056,-3.183845
1.63572e+18,2023-03-14,"Developing an internal comms strategy can be a delicate balance when your audience spans office, retail &amp; distribution-center space. The great stabilizer? Storytelling. Check out these insights from  's approach to bringing diverse audiences together:",Georgia,0,0,1,[-3.1057882  1.030936   2.188182 ],Positive,2.188182,1.030936,-3.1057882
1.63572e+18,2023-03-14,The Texas Rangers played the Tampa Bay Rays on March 29th at Petco Park. The final score was 9-10.,,0,0,1,[-1.6598076  2.7532377 -0.9421363],Neutral,-0.9421363,2.7532377,-1.6598076
1.63572e+18,2023-03-14,"So far it’s between Trupanion, Spot, and Nationwide. Apparently Petco offers pet insurance too but I haven’t checked them out yet",,0,0,1,[-1.6273186   1.4156501   0.10394648],Neutral,0.103946485,1.4156501,-1.6273186
1.63572e+18,2023-03-14,no T__T unfortunately mr hammy is property of petco.... i wanted to adopt but uh apparently hamsters smell a lot... T_T,,0,0,1,[ 1.5564996   0.18345426 -1.8456737 ],Negative,-1.8456737,0.18345426,1.5564996
1.63572e+18,2023-03-14,"We are having our monthly adoption event with Camilla, Cece and Huggy Bear! 🐈🐈🐈‍⬛ Where? Petco, 1591 Sloat Boulevard
When? Saturday, 3/18, 12-3pm Camilla is super sweet and affectionate and a 100% lap cat. RSVP:",California,3,5,4,[-3.464081    0.24019863  3.7759326 ],Positive,3.7759326,0.24019863,-3.464081
1.63572e+18,2023-03-14,"#TrendingWWWandW #YouTube #Video #Travel #Experiences #Tourism
Please check out this video✅ ✅
Go Behind The Scenes at Petco Park, home of the San Diego Padres",Arizona,1,2,2,[-3.2551913  1.7649698  1.749442 ],Neutral,1.749442,1.7649698,-3.2551913
1.63572e+18,2023-03-14,"Very confusing getting emails from both PECO and Petco on the same day, come on guys take it easy",Pennsylvania,0,1,1,[ 1.3884766   0.16687311 -1.5817868 ],Negative,-1.5817868,0.16687311,1.3884766
1.63572e+18,2023-03-14,Este año toca petco park 🙏🏻,,0,0,1,[-3.3666787   0.84453773  2.6823854 ],Positive,2.6823854,0.84453773,-3.3666787
1.63572e+18,2023-03-14,So go to Petco and yell at them,Washington,0,0,1,[ 0.790466   0.4450457 -1.1845502],Negative,-1.1845502,0.4450457,0.790466
1.63571e+18,2023-03-14,"We have two HUGE maine coons, and Petco no longer makes the litter box that we use :(",Florida,0,1,1,[ 2.431531   -0.15629105 -2.3505983 ],Negative,-2.3505983,-0.15629105,2.431531
1.63571e+18,2023-03-14,Don’t buy the lie:  /  supports beagle factory farms.,Maryland,6,4,7,[ 1.4537059   0.38069093 -2.0485947 ],Negative,-2.0485947,0.38069093,1.4537059
1.63571e+18,2023-03-14,"Just got tix for my daughter and myself to Padres/Diamondbacks on Monday April 3; I've been to Petco Park once and cannot WAIT to get back! Tatis and Soto and Manny and Xander and all, of course. But mostly, Bob Melvin!",California,0,9,1,[-3.0144534  0.1598023  3.4930367],Positive,3.4930367,0.1598023,-3.0144534
1.63571e+18,2023-03-14,"We are excited to announce our latest corporate partner,   ! We are looking forward to two very exciting student projects. #analyticsatwharton Read More:",Pennsylvania,0,0,1,[-2.8301342 -0.7227254  4.286513 ],Positive,4.286513,-0.7227254,-2.8301342
1.63571e+18,2023-03-14,"The Southern District of California, along with partner agencies located in San Diego, participated in the annual USMS Fallen Heroes Honor Run. The run featured stops at some of San Diego’s most famous landmarks including: Gaslamp Quarter, Petco Park, and The USS Midway.",California,0,3,1,[-3.7021182  1.6762545  2.0948753],Positive,2.0948753,1.6762545,-3.7021182
1.6357e+18,2023-03-14,Interminably funny that the Tammany Hall building is now a Petco,Washington,0,2,1,[-0.96622145  0.6365913   0.522361  ],Neutral,0.522361,0.6365913,-0.96622145
1.6357e+18,2023-03-14,"When the aliens come they will need a bath and all the puppies like my petal will chew on them, courtesy of petco.",,0,1,1,[ 0.696655    0.47588193 -1.2240859 ],Negative,-1.2240859,0.47588193,0.696655
1.6357e+18,2023-03-14,petco pascal,,1,9,2,[-1.0814774   1.446554   -0.13655952],Neutral,-0.13655952,1.446554,-1.0814774
1.63569e+18,2023-03-14,i’m selling 3 Cigarettes After Sex tickets for AUG 11 at Petco Park. Dm for more info #Cigarettesaftersex,,0,0,1,[-1.224503   1.8660327 -0.7398165],Neutral,-0.7398165,1.8660327,-1.224503
1.63569e+18,2023-03-14,i tried to buy marimo balls from petco and they told me that marimo balls are really bad for the environment because they blocked drainage (???) and they are also endangered so they don't sell it anymore,,0,0,1,[ 3.2352276  -0.36208183 -3.0297182 ],Negative,-3.0297182,-0.36208183,3.2352276
1.63569e+18,2023-03-14,Remember what the old scoreboard at Petco used to look like??? What a difference.,California,0,1,1,[-1.2639959  0.7578688  0.3992847],Neutral,0.3992847,0.7578688,-1.2639959
1.63569e+18,2023-03-14,I think some Science Diet recipes have testing but none of the small paws or whatever ones I looked at the other day in Petco did. They all just were formulated.,,0,1,1,[ 0.08125544  1.0161306  -1.2087268 ],Neutral,-1.2087268,1.0161306,0.081255436
1.63568e+18,2023-03-14,"Play Tammy's College of Hollywood Knowledge for your chance to win tickets to see Darius Rucker at Gallagher Square at Petco Park on Friday, August 25th!",California,0,0,1,[-3.7231884  1.9175601  2.009543 ],Positive,2.009543,1.9175601,-3.7231884
1.63568e+18,2023-03-14,"Pool A: Nishinomiya (Koshien Stadium)
Pool B: Seoul (Jamsil Baseball Stadium)
Pool C: Santiago (Estadio Cibao but expanded)
Pool D: San Diego (Petco)",,0,3,1,[-1.5404394   2.259945   -0.66435874],Neutral,-0.66435874,2.259945,-1.5404394
1.63568e+18,2023-03-14,"Lol yes! Figured they’d already be a favorite with Kim Ha-seong over there already too, but this was funny to see. Need helmet tteokbokki at PetCo Park.",Washington,0,0,1,[-2.9586093  0.3516249  3.2113113],Positive,3.2113113,0.3516249,-2.9586093
1.63568e+18,2023-03-14,petco moment (chromatopelma cyaneopubescens and brachypelma boehmi) (i think) (my tarantula classifications are rusty as fuck),,0,1,1,[ 1.445362    0.26658958 -1.7522773 ],Negative,-1.7522773,0.26658958,1.445362
1.63568e+18,2023-03-14,Just took my dumpy ass to petco if anyone even cares,,0,0,1,[ 2.3212333  -0.30731255 -2.1667972 ],Negative,-2.1667972,-0.30731255,2.3212333
1.63568e+18,2023-03-14,Bressi ranch! You stopping off to get some dog food at petco?,California,0,0,1,[-2.4761984  1.9059455  0.676383 ],Neutral,0.676383,1.9059455,-2.4761984
1.63568e+18,2023-03-14,Petco orchid purchase! (question in comments) via /r/orchids,,0,0,1,[-2.2390702   1.8725419   0.32340157],Neutral,0.32340157,1.8725419,-2.2390702
1.63568e+18,2023-03-14,"Call me crazy but here is the cities I will choose. Round 1: Rome, Sapporo, Monterrey, Carracas Round 2: Yokohama, Houston
Championship round: San Diego I want the wbc to try new cities that they never went before. Also I want petco park to host the finals.",,0,0,1,[-1.2936271  0.9917692  0.5095633],Neutral,0.5095633,0.9917692,-1.2936271
1.63567e+18,2023-03-14,"What is money?
What is value?
Why do people prefer to have Bitcoin over fiat? Bitcoin doesn’t need government to back it. You can spend Bitcoin at several stores right now like             … on  ’s #SPEDN app…",New York,0,7,1,[-1.2058871   0.95654726  0.13627194],Neutral,0.13627194,0.95654726,-1.2058871
1.63567e+18,2023-03-14,Cuida y limpia los dientes de tu lomito con los mejores (y deliciosos) premios #JumboBone de #strelka Compra en línea➡️   #StrelkaPets #Petco,,0,0,1,[-1.9439118   1.8608      0.10927645],Neutral,0.10927645,1.8608,-1.9439118
1.63567e+18,2023-03-14,yeah! did that guy at petco ever find that sugar cookie dog deodorizing spray i was telling him about at that fancy pet store next to whole foods?????😆,Indiana,0,0,1,[-1.154052    0.82406586  0.47058693],Neutral,0.47058693,0.82406586,-1.154052
1.63567e+18,2023-03-14,the urge to go to petco and get a bearded dragon,,0,2,1,[-3.1904824  1.2884157  2.0909677],Positive,2.0909677,1.2884157,-3.1904824
1.63567e+18,2023-03-14,Yup it has an exact replica of Petco Park lmaoooooo,Massachusetts,0,0,1,[-1.4872594  0.7617056  1.2084867],Positive,1.2084867,0.7617056,-1.4872594
1.63567e+18,2023-03-14,"Este Día del Husky, consiente a tu pequeño con una cita para él en nuestro Grooming Salon. 🤩🐶🗓️ ¡Tenemos un paquete especial de solo $99.°° que incluye una sesión de cepillado, para eliminar el pelo muerto! 🐕 Reserva en   💖
*Aplican restricciones",,0,1,1,[-2.7789454  1.5194874  1.4141142],Neutral,1.4141142,1.5194874,-2.7789454
1.63566e+18,2023-03-14,"Last MLB game was Padres v Giants at Petco April 2019. It was my youngest daughters first mlb game (she was 6), of course it was awesome! She’s a Padre for life now",,0,0,1,[-3.0499792  -0.18066184  3.9538379 ],Positive,3.9538379,-0.18066184,-3.0499792
1.63566e+18,2023-03-14,Petco,,0,1,1,[-0.41958907  0.7900784  -0.20701078],Neutral,-0.20701078,0.7900784,-0.41958907
1.63566e+18,2023-03-14,"first game of padres cardinals at petco in late august, got to see the retirement tour ceremony for yadi and pujols and also see 5 future HOFers play which was really fun",,0,0,1,[-3.0518386  -0.14440753  3.8045301 ],Positive,3.8045301,-0.14440753,-3.0518386
1.63566e+18,2023-03-14,I found the Petco ad at the bottom to be pretty useful,,0,1,1,[-2.8474061   0.09943591  3.1835876 ],Positive,3.1835876,0.09943591,-2.8474061
1.63566e+18,2023-03-14,Petco Brand - YOULY Purple/Green Fanny Dog Harness YLVIUOP,,0,0,1,[-2.3082294   2.1556888   0.16404048],Neutral,0.16404048,2.1556888,-2.3082294
1.63566e+18,2023-03-14,Go Bears - and hi.,,0,1,1,[-3.0940354  1.2748995  2.0466483],Positive,2.0466483,1.2748995,-3.0940354
1.63565e+18,2023-03-14,😡😡😡😡😡😡😡😡😡😡,,0,1,1,[ 2.8576221 -0.5279397 -2.358375 ],Negative,-2.358375,-0.5279397,2.8576221
1.63565e+18,2023-03-14,going to petco to deal with those groomers that conservatives keep talking about,New York,0,2,1,[ 0.8783166  1.0796827 -2.2630115],Neutral,-2.2630115,1.0796827,0.8783166
1.63564e+18,2023-03-14,Take the dogs to Petco for a trim,USA,0,0,1,[-2.6565032  1.6726878  0.9527368],Neutral,0.9527368,1.6726878,-2.6565032
1.63564e+18,2023-03-14,⁦ ⁩ ⁦ ⁩ ⁦ ⁩ ⁦ ⁩ this is what Scott Marshall does for a living. Why are you selling his products?:(,Maryland,4,4,5,[ 1.8652083  0.2858348 -2.3641398],Negative,-2.3641398,0.2858348,1.8652083
1.63563e+18,2023-03-14,We're taking a walk around the lake. There's also a Petco nearby. She wants to look at the fish and hamsters.,,0,0,1,[-3.452599   1.1464859  2.3904083],Positive,2.3904083,1.1464859,-3.452599
1.63563e+18,2023-03-14,i love how in fish groups people are like “these are my natural wild caught bettas i’m the middle of Malaysia” and people still go. “awh love your fish! but unfortunately that tank is to small :( Petco has their tank sale! you need 40 gal minimum.” like bffr.,,0,0,1,[-0.5419351   0.12733851  0.6159612 ],Positive,0.6159612,0.12733851,-0.5419351
1.63562e+18,2023-03-14,There’s a toy at Petco that still squeaks even if it’s punctured!,Iowa,0,2,1,[-1.9495783   0.54466605  1.5630602 ],Positive,1.5630602,0.54466605,-1.9495783
1.63562e+18,2023-03-14,"It's a monthly charge usually and they cover shots and routine exams, things like that. Certain ones (like the Petco one) also include discounts on food and supplies. The one from my vet (VCA) includes early disease detection and testing. I like the discount aspect.",Minnesota,0,1,1,[-3.0569496  0.8640646  2.3471398],Positive,2.3471398,0.8640646,-3.0569496
1.63561e+18,2023-03-14,The Kansas City Royals played the Boston Red Soxs on September 29th at Petco Park. The final score was 10-3.,,0,0,1,[-1.8700988   2.6644278  -0.83101565],Neutral,-0.83101565,2.6644278,-1.8700988
1.63561e+18,2023-03-14,petco,,0,1,1,[-0.27509743  0.7398373  -0.31219548],Neutral,-0.31219548,0.7398373,-0.27509743
1.6356e+18,2023-03-14,are in business with a company that brutally breeds animals for the vivisection industry                         #mbr,,3,3,4,[ 2.2656207  0.200554  -2.6211584],Negative,-2.6211584,0.200554,2.2656207
1.63559e+18,2023-03-14,Wished I live in SD so I could work at petco during baseball season,,0,1,1,[-1.8256166   1.114697    0.83388674],Neutral,0.83388674,1.114697,-1.8256166
1.63557e+18,2023-03-14,"I have a date… ❤️
With petco on Thursday !",,0,0,1,[-3.7501335   0.80024946  3.293661  ],Positive,3.293661,0.80024946,-3.7501335
1.63556e+18,2023-03-14,Super Hot Deal! Get it for only $14.46! Compare: Groupon ($36.99) | PETCO ($38.81) | Lowes ($38.97) | JCPenney ($80.99),,0,0,1,[-3.3033094   0.63912547  3.192814  ],Positive,3.192814,0.63912547,-3.3033094
1.63555e+18,2023-03-14,No doubt those umpires   need the help. And Go Bears!,Louisiana,0,0,1,[-1.434022    0.6830446   0.82800287],Positive,0.82800287,0.6830446,-1.434022
1.63555e+18,2023-03-14,Feliz por ver a mi cachorro en todas las redes de petco!! Gracias por compartirlo,,0,2,1,[-3.1238785   0.87717044  2.5191998 ],Positive,2.5191998,0.87717044,-3.1238785
1.63554e+18,2023-03-14,"Join us in creating a #sustainable future! In tandem with  , IUCMA,  ; PETCO aims to tackle #wastemanagement challenges in municipalities. Follow us to see how.",,0,0,1,[-3.4691396  0.8624717  2.716936 ],Positive,2.716936,0.8624717,-3.4691396
1.63554e+18,2023-03-14,"""It's the easiest business to get into,"" says Founding Director and Owner of Thinavhuuo Buy-back Centre, Willie Ramoshaba, of the recycling industry. He explains why women are valued in the recycling value chain, and how you can get started in recycling:",,0,0,1,[-3.0445452  0.6893024  2.6193895],Positive,2.6193895,0.6893024,-3.0445452
1.63553e+18,2023-03-14,Wheee did you get the butterflies from? Petco?,Texas,0,1,1,[-1.3325917  1.9704142 -0.8454872],Neutral,-0.8454872,1.9704142,-1.3325917
1.63553e+18,2023-03-14,"Nganya only impresses young generation of certain age.
I can't leave a metro trans for nganya that 98% of the passengers are full or rings in every finger(petco) and expect me to be comfortable with my laptop or phone..alafu taxin imesundwa.
Nataka mahali peaceful.",,8,52,9,[ 0.47477067  0.4321856  -0.8927993 ],Negative,-0.8927993,0.4321856,0.47477067
1.63552e+18,2023-03-14,"invested in my dogs like its petco, they get let in and u get let go",California,0,0,1,[-1.2555038   0.7153311   0.53076017],Neutral,0.53076017,0.7153311,-1.2555038
1.63551e+18,2023-03-14,I think the entire city of San Diego feels it. It was proven at fan fest when it felt like the entire city was at petco park just to get a glimpse at the new look padres. This season will be a season we have never experienced. The hype is real.,,0,2,1,[-2.287745    0.54088175  1.9234256 ],Positive,1.9234256,0.54088175,-2.287745
1.63551e+18,2023-03-14,I Gotta make plans to get to Petco this year. It’s been way too long,,0,0,1,[-0.3611855   0.3837843   0.06091052],Neutral,0.060910515,0.3837843,-0.3611855
1.63551e+18,2023-03-14,"It ain't the Petco tri tip nachos, but decent!",California,0,1,1,[-1.8572824   0.43402594  1.6755189 ],Positive,1.6755189,0.43402594,-1.8572824
1.63551e+18,2023-03-14,I been trying to get   attention since 2016 will this tweet be the response back BTW congratulations on baby number 2 beautiful 😍 I wish to see u in San Diego petco park but I don’t think I’ll be able to since funds are tight but much love brotha man Rattpack 4L ❤️❤️❤️,California,0,0,1,[-2.282775  -0.5176198  3.4699388],Positive,3.4699388,-0.5176198,-2.282775
1.63549e+18,2023-03-14,"Lindsey Crouse secured a $100 Petco shopping spree and $5,000 grant for SpokAnimal with her heartwarming story about how her adopted cat changed her daughter's life.",Washington,0,1,1,[-3.3723214  0.366588   3.3628836],Positive,3.3628836,0.366588,-3.3723214
1.63549e+18,2023-03-14,En que momento tomas la pésima decisión de dar tu primer beso en el petco??💀,,0,1,1,[ 0.80876344  0.9342802  -1.6348073 ],Neutral,-1.6348073,0.9342802,0.80876344
1.63549e+18,2023-03-14,"They ain't the tri tip nachos at Petco, but they solid. 3.5/5",California,0,1,1,[-2.7167912  0.646088   2.3129675],Positive,2.3129675,0.646088,-2.7167912
1.63548e+18,2023-03-14,"You are looking at this through the wrong end of the telescope.
She is entitled to whatever customer service it takes to meet her needs, just as you are.
It was Petco's job to realize the line had gotten long and to open another register to provide adequate customer service.",Arizona,0,1,1,[ 0.6227886  0.5197246 -1.1753289],Negative,-1.1753289,0.5197246,0.6227886
1.63548e+18,2023-03-14,#animalloversofinstagram #animalrescue #adoptanimal #animalshelters take care your #pets,California,0,0,1,[-1.1280235   0.77298594  0.1731067 ],Neutral,0.1731067,0.77298594,-1.1280235
1.63548e+18,2023-03-14,"¡Haz que tu consentido luzca a la moda en cada paseo con los productos Reddy! 🐾🐶 Con diseños únicos y materiales duraderos, ¡darás un toque elegante a cada caminata! ❤🧥 Consíguelos en la Petco App o visita   🥰🐩",Delaware,0,1,1,[-3.235166   1.1156535  2.4426403],Positive,2.4426403,1.1156535,-3.235166
1.63548e+18,2023-03-14,At Petco,,0,0,1,[-1.9520698   1.7207065   0.26823744],Neutral,0.26823744,1.7207065,-1.9520698
1.63548e+18,2023-03-14,Flyout at petco anyway,,0,0,1,[-1.1708162  1.5566878 -0.3563653],Neutral,-0.3563653,1.5566878,-1.1708162
1.63548e+18,2023-03-14,"*Promoción válida únicamente para el 15 de marzo de 2023. *Para cualquier servicio Petco es necesario presentar la cartilla de vacunación vigente de tu mascota.*La galleta gratis es para los husky registrados en nuestra Petco App, solo el 15 de marzo de 2023",,0,1,1,[-2.183675   1.6342719  0.5623538],Neutral,0.5623538,1.6342719,-2.183675
1.63548e+18,2023-03-14,OMG I was just telling   and   like a month or two ago that I wish #Salesforce orgs came with take home instructions like they do with hamsters at PetCo and how I wish I had the time to write it.   beat me to it! Going to read and give my feedback.,California,0,16,1,[-0.5256801   0.5975399  -0.10146634],Neutral,-0.101466335,0.5975399,-0.5256801
1.63547e+18,2023-03-14,Bullpen watching like feeder mice at petco,,0,1,1,[-0.01744026  1.1585767  -1.1733096 ],Neutral,-1.1733096,1.1585767,-0.017440256
1.63547e+18,2023-03-14,Perhaps in 2027 Petco should host instead,Missouri,0,0,1,[-1.3219979   1.5241728  -0.51296335],Neutral,-0.51296335,1.5241728,-1.3219979
1.63547e+18,2023-03-14,今朝、K9が部屋でゴソゴソ何かしてると思ったけど、気がついたら手綱をガッツリ噛み切ってしまっていて緊急PETCOしたんだけど、その隣のスーパーでザリガニがこんなお値段だったら買って帰ろうかとちょっと考えた。昼飯の予約さえとってなければなあw,,2,22,3,[ 0.5958907  1.2133191 -1.8296518],Neutral,-1.8296518,1.2133191,0.5958907
1.63547e+18,2023-03-14,"have you tried calling baytown shelter or mnt b shelter to try and take him to one of those pet store events. ik for a fact petco does it, tractor supply and pet supplies plus i dont know abt pet smart but why wouldnt they yk",,0,1,1,[-0.24000897  1.0030069  -0.7759243 ],Neutral,-0.7759243,1.0030069,-0.24000897
1.63547e+18,2023-03-14,Been going to Petco for years cuz it’s where the pets go &amp; I just found out Petco is straight ass compared to PetSmart.,,0,0,1,[ 1.6553497 -0.1993204 -1.5488049],Negative,-1.5488049,-0.1993204,1.6553497
1.63546e+18,2023-03-14,witnessed my first karen today being really rude to a petco employee bc she didn't wanna sell her a whole koi fish to put in a 5gal tank for her child.. was waiting to speak up but she was a coward &amp; walked away,,0,0,1,[ 2.6004734  -0.00624788 -2.6593747 ],Negative,-2.6593747,-0.006247878,2.6004734
1.63546e+18,2023-03-14,"Petco Park under construction, 2002. #Padres",USA,51,491,52,[-1.3163986  1.9606538 -0.5691391],Neutral,-0.5691391,1.9606538,-1.3163986
1.63546e+18,2023-03-14,it's solid gold! call your petco!! they are on sale at pet smart too but not as cheap,,0,1,1,[-2.7647228   0.07501648  3.2151678 ],Positive,3.2151678,0.075016476,-2.7647228
1.63546e+18,2023-03-14,"I’ll leave Fenway out of this one. PNC Park, Citizens Bank and Petco. There are a lot of good ones I haven’t been too. I liked Wrigley but think it’s overrated.",Massachusetts,0,4,1,[-0.11047687  0.4220311  -0.28235206],Neutral,-0.28235206,0.4220311,-0.11047687
1.63546e+18,2023-03-14,En   !!,,0,0,1,[-0.6803104   1.1049464  -0.01840755],Neutral,-0.018407546,1.1049464,-0.6803104
1.63546e+18,2023-03-14,Now I gotta wait for the water to get a certain temp while the fish is just starring at his house (tank) patiently waiting cause I got his ass in the container Petco had him in when we bought him lol,Indiana,0,0,1,[ 0.78968614  0.42380393 -1.1132962 ],Negative,-1.1132962,0.42380393,0.78968614
1.63546e+18,2023-03-14,Wey pues las galletitas para perro de petco saben a toda madre,,0,1,1,[-0.83364207  1.5784638  -0.6812911 ],Neutral,-0.6812911,1.5784638,-0.83364207
1.63545e+18,2023-03-14,I also pay with a check PetCo.,Delaware,0,1,1,[-1.531755    1.6830372  -0.32050604],Neutral,-0.32050604,1.6830372,-1.531755
1.63545e+18,2023-03-14,*Esta campaña solo aplica en tiendas Petco de Jalisco. Todos los fondos recaudados serán destinados para intervenciones de esterilización. Vigencia del 22 al 31 de marzo de 2023.,,0,1,1,[-1.1988125   2.0102825  -0.84545183],Neutral,-0.84545183,2.0102825,-1.1988125
1.63545e+18,2023-03-14,“…loves swinging the bat at Petco park”,,0,1,1,[-2.5274525  0.7200866  2.1080585],Positive,2.1080585,0.7200866,-2.5274525
1.63545e+18,2023-03-14,this is a CERTIFIED petco moment,,0,0,1,[-1.5694283   0.98533607  0.7566418 ],Neutral,0.7566418,0.98533607,-1.5694283
1.63545e+18,2023-03-14,Hi there! Please send us a DM with your email and the SKU of this product for us to check with our team. Thank you!,,0,0,1,[-3.433807   1.3087933  2.3548355],Positive,2.3548355,1.3087933,-3.433807
1.63545e+18,2023-03-14,"Fui a Petco a comprar juguetes para mi gato y ya no recordaba su lata de regalo, hasta que llegue al mostrador 😅… y pues parece ser que si le gusto el camarón 🤭",,0,1,1,[-1.6624343   1.3397844   0.57326454],Neutral,0.57326454,1.3397844,-1.6624343
1.63544e+18,2023-03-14,please tell us again how your animals are healthy and taken care! You don't deserve to have animals at your stores. People can get birds cheaper from breeders anyway. They can adopt rescues cheaper too. Don't take in anymore birds.,Florida,0,0,1,[ 0.87027115  0.21739848 -1.2281117 ],Negative,-1.2281117,0.21739848,0.87027115
